Sample	Study	Site	Admin level 2	Admin level 1	Country	Continent	Site latitude	Site longitude	Admin level 2 latitude	Admin level 2 longitude	Admin level 1 latitude	Admin level 1 longitude	Country latitude	Country longitude	Population	Day	Month	Year	All samples same case	Curated timepoint	Source ENA accession	% callable	Sample type	Is returning traveller	Sample was in Pv4	Exclusion reason	QC pass	Exclusion reason plus time series	QC pass plus time series	MalariaGEN ENA project accession	MalariaGEN ENA experiment accession	MalariaGEN ENA sample accession	MalariaGEN ENA run accession	MalariaGEN ENA CRAM URL	MalariaGEN ENA FASTQ URL
VVX11791	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	18.0	4.0	2015	VVX11791		ERR2351731	0.4086333664288206	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261699	ERS27229534	ERR15861706	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861706/VVX11791.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR15861706/ERR15861706_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR15861706/ERR15861706_2.fastq.gz
VVX11792	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	19.0	4.0	2015	VVX11792		ERR2351732	87.22341327179659	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261759	ERS27229594	ERR15861766	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861766/VVX11792.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/066/ERR15861766/ERR15861766_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/066/ERR15861766/ERR15861766_2.fastq.gz
VVX11794	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	23.0	4.0	2015	VVX11794		ERR2351733	1.123951811234993	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261703	ERS27229538	ERR15861710	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861710/VVX11794.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/010/ERR15861710/ERR15861710_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/010/ERR15861710/ERR15861710_2.fastq.gz
VVX11795	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	25.0	4.0	2015	VVX11795		ERR2351734	0.3513162937200219	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261700	ERS27229535	ERR15861707	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861707/VVX11795.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR15861707/ERR15861707_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR15861707/ERR15861707_2.fastq.gz
VVX11798	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	6.0	5.0	2015	VVX11798		ERR2351735	34.7023900961057	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261750	ERS27229585	ERR15861757	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861757/VVX11798.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/057/ERR15861757/ERR15861757_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/057/ERR15861757/ERR15861757_2.fastq.gz
VVX11799	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	7.0	5.0	2015	VVX11799		ERR2351736	1.2798459846007328	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261701	ERS27229536	ERR15861708	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861708/VVX11799.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR15861708/ERR15861708_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR15861708/ERR15861708_2.fastq.gz
VVX11800	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	9.0	5.0	2015	VVX11800		ERR2351737	0.04913531453781	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261706	ERS27229541	ERR15861713	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861713/VVX11800.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/013/ERR15861713/ERR15861713_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/013/ERR15861713/ERR15861713_2.fastq.gz
VVX11801	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	12.0	5.0	2015	VVX11801		ERR2351738	28.291734637070327	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261704	ERS27229539	ERR15861711	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861711/VVX11801.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/011/ERR15861711/ERR15861711_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/011/ERR15861711/ERR15861711_2.fastq.gz
VVX11802	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	13.0	5.0	2015	VVX11802,VVX12705	D00H00	ERR2351739	5.172603245024408	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261737	ERS27229572	ERR15861744	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861744/VVX11802.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/044/ERR15861744/ERR15861744_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/044/ERR15861744/ERR15861744_2.fastq.gz
VVX11803	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	14.0	5.0	2015	VVX11803,VVX11922,VVX11923	D00H00	ERR2351740	1.3322663990102277	gDNA	False	True	Lower_covered_duplicate	False	Analysis_set	True	PRJEB102781	ERX15261738	ERS27229573	ERR15861745	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861745/VVX11803.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/045/ERR15861745/ERR15861745_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/045/ERR15861745/ERR15861745_2.fastq.gz
VVX11805	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	16.0	5.0	2015	VVX11805		ERR2351741	34.19887450550036	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261736	ERS27229571	ERR15861743	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861743/VVX11805.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/043/ERR15861743/ERR15861743_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/043/ERR15861743/ERR15861743_2.fastq.gz
VVX11806	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	18.0	5.0	2015	VVX11806		ERR2351742	16.164688599219296	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261707	ERS27229542	ERR15861714	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861714/VVX11806.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/014/ERR15861714/ERR15861714_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/014/ERR15861714/ERR15861714_2.fastq.gz
VVX11809	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	19.0	5.0	2015	VVX11809		ERR2351743	0.2115859136432642	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261708	ERS27229543	ERR15861715	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861715/VVX11809.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/015/ERR15861715/ERR15861715_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/015/ERR15861715/ERR15861715_2.fastq.gz
VVX11810	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	21.0	5.0	2015	VVX11810		ERR2351744	0.0594382692716475	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261710	ERS27229545	ERR15861717	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861717/VVX11810.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/017/ERR15861717/ERR15861717_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/017/ERR15861717/ERR15861717_2.fastq.gz
VVX11816	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	29.0	5.0	2015	VVX11816		ERR2351745	1.4622929935121345	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261709	ERS27229544	ERR15861716	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861716/VVX11816.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/016/ERR15861716/ERR15861716_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/016/ERR15861716/ERR15861716_2.fastq.gz
VVX11818	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	6.0	6.0	2015	VVX11818		ERR2351746	0.4480063558762465	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261711	ERS27229546	ERR15861718	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861718/VVX11818.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/018/ERR15861718/ERR15861718_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/018/ERR15861718/ERR15861718_2.fastq.gz
VVX11820	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	23.0	6.0	2015	VVX11820		ERR2351747	80.2566014236879	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261745	ERS27229580	ERR15861752	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861752/VVX11820.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/052/ERR15861752/ERR15861752_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/052/ERR15861752/ERR15861752_2.fastq.gz
VVX11821	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	23.0	6.0	2015	VVX11821		ERR2351748	81.59761775851987	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261761	ERS27229596	ERR15861768	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861768/VVX11821.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/068/ERR15861768/ERR15861768_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/068/ERR15861768/ERR15861768_2.fastq.gz
VVX11822	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	1.0	8.0	2015	VVX11822		ERR2351749	88.79971713706094	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261909	ERS27229744	ERR15861916	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861916/VVX11822.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/016/ERR15861916/ERR15861916_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/016/ERR15861916/ERR15861916_2.fastq.gz
VVX11823	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	2.0	8.0	2015	VVX11823		ERR2351750	0.1931046442393518	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261705	ERS27229540	ERR15861712	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861712/VVX11823.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/012/ERR15861712/ERR15861712_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/012/ERR15861712/ERR15861712_2.fastq.gz
VVX11824	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	2.0	8.0	2015	VVX11824,VVX11926	D00H00	ERR2351751	88.64533121709542	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261913	ERS27229748	ERR15861920	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861920/VVX11824.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/020/ERR15861920/ERR15861920_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/020/ERR15861920/ERR15861920_2.fastq.gz
VVX11825	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	3.0	8.0	2015	VVX11825		ERR2351752	4.44570430664541	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261739	ERS27229574	ERR15861746	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861746/VVX11825.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/046/ERR15861746/ERR15861746_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/046/ERR15861746/ERR15861746_2.fastq.gz
VVX11827	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	5.0	8.0	2015	VVX11827		ERR2351753	90.75830469976236	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261923	ERS27229758	ERR15861930	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861930/VVX11827.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/030/ERR15861930/ERR15861930_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/030/ERR15861930/ERR15861930_2.fastq.gz
VVX11828	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	6.0	8.0	2015	VVX11828		ERR2351754	84.08989286683263	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261760	ERS27229595	ERR15861767	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861767/VVX11828.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/067/ERR15861767/ERR15861767_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/067/ERR15861767/ERR15861767_2.fastq.gz
VVX11829	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	8.0	8.0	2015	VVX11829		ERR2351755	13.810043335425949	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261749	ERS27229584	ERR15861756	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861756/VVX11829.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/056/ERR15861756/ERR15861756_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/056/ERR15861756/ERR15861756_2.fastq.gz
VVX11830	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	9.0	8.0	2015	VVX11830		ERR2351756	10.66225306267554	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261751	ERS27229586	ERR15861758	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861758/VVX11830.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/058/ERR15861758/ERR15861758_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/058/ERR15861758/ERR15861758_2.fastq.gz
VVX11833	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	11.0	8.0	2015	VVX11833		ERR2351757	88.19228357588148	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261898	ERS27229733	ERR15861905	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861905/VVX11833.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR15861905/ERR15861905_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR15861905/ERR15861905_2.fastq.gz
VVX11836	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	15.0	8.0	2015	VVX11836		ERR2351758	0.3651419498885906	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261746	ERS27229581	ERR15861753	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861753/VVX11836.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/053/ERR15861753/ERR15861753_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/053/ERR15861753/ERR15861753_2.fastq.gz
VVX11838	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	16.0	8.0	2015	VVX11838		ERR2351759	23.50893225197763	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261752	ERS27229587	ERR15861759	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861759/VVX11838.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/059/ERR15861759/ERR15861759_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/059/ERR15861759/ERR15861759_2.fastq.gz
VVX11841	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	18.0	8.0	2015	VVX11841		ERR2351760	0.7968192244319972	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261753	ERS27229588	ERR15861760	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861760/VVX11841.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/060/ERR15861760/ERR15861760_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/060/ERR15861760/ERR15861760_2.fastq.gz
VVX11843	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	19.0	8.0	2015	VVX11843		ERR2351761	83.92561376874198	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261837	ERS27229672	ERR15861844	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861844/VVX11843.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/044/ERR15861844/ERR15861844_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/044/ERR15861844/ERR15861844_2.fastq.gz
VVX11845	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	20.0	8.0	2015	VVX11845		ERR2351762	0.1429776014383916	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261755	ERS27229590	ERR15861762	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861762/VVX11845.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/062/ERR15861762/ERR15861762_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/062/ERR15861762/ERR15861762_2.fastq.gz
VVX11846	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	20.0	8.0	2015	VVX11846		ERR2351763	1.1932453801216956	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261754	ERS27229589	ERR15861761	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861761/VVX11846.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/061/ERR15861761/ERR15861761_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/061/ERR15861761/ERR15861761_2.fastq.gz
VVX11847	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	21.0	8.0	2015	VVX11847		ERR2351764	65.99885476046612	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261836	ERS27229671	ERR15861843	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861843/VVX11847.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/043/ERR15861843/ERR15861843_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/043/ERR15861843/ERR15861843_2.fastq.gz
VVX11848	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	21.0	8.0	2015	VVX11848		ERR2351765	83.02439792710888	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261905	ERS27229740	ERR15861912	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861912/VVX11848.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/012/ERR15861912/ERR15861912_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/012/ERR15861912/ERR15861912_2.fastq.gz
VVX11849	1157-PV-MULTI-PRICE	Jalalabad	Jalalabad	Nangarhar	Afghanistan	Asia	34.4344	70.4612	34.46682272201787	70.46804255481405	34.27448968693682	70.4678384142261	33.76626013919481	65.92737007546236	AS-W	21.0	8.0	2015	VVX11849		ERR2351766	87.97651725212897	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261894	ERS27229729	ERR15861901	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861901/VVX11849.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR15861901/ERR15861901_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR15861901/ERR15861901_2.fastq.gz
