Sample	Study	Site	Admin level 2	Admin level 1	Country	Continent	Site latitude	Site longitude	Admin level 2 latitude	Admin level 2 longitude	Admin level 1 latitude	Admin level 1 longitude	Country latitude	Country longitude	Population	Day	Month	Year	All samples same case	Curated timepoint	Source ENA accession	% callable	Sample type	Is returning traveller	Sample was in Pv4	Exclusion reason	QC pass	Exclusion reason plus time series	QC pass plus time series	MalariaGEN ENA project accession	MalariaGEN ENA experiment accession	MalariaGEN ENA sample accession	MalariaGEN ENA run accession	MalariaGEN ENA CRAM URL	MalariaGEN ENA FASTQ URL
PD0165-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	28.0	1.0	2011	PD0165-C		ERR111724	89.22020647713569	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260840	ERS27228675	ERR15860846	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860846/PD0165-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/046/ERR15860846/ERR15860846_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/046/ERR15860846/ERR15860846_2.fastq.gz
PD0166-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	14.0	3.0	2011	PD0166-C		ERR111710	88.70825430929173	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260820	ERS27228655	ERR15860826	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860826/PD0166-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/026/ERR15860826/ERR15860826_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/026/ERR15860826/ERR15860826_2.fastq.gz
PD0167-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	20.0	4.0	2011	PD0167-C		ERR111727	87.56006025162418	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260850	ERS27228685	ERR15860856	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860856/PD0167-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/056/ERR15860856/ERR15860856_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/056/ERR15860856/ERR15860856_2.fastq.gz
PD0168-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	14.0	5.0	2011	PD0168-C		ERR111721	87.1663234701481	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260797	ERS27228632	ERR15860803	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860803/PD0168-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR15860803/ERR15860803_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR15860803/ERR15860803_2.fastq.gz
PD0169-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	18.0	5.0	2011	PD0169-C		ERR111728	88.71555797472973	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260836	ERS27228671	ERR15860842	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860842/PD0169-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/042/ERR15860842/ERR15860842_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/042/ERR15860842/ERR15860842_2.fastq.gz
PD0170-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	22.0	5.0	2011	PD0170-C		ERR111717	90.73920015669307	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260801	ERS27228636	ERR15860807	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860807/PD0170-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR15860807/ERR15860807_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR15860807/ERR15860807_2.fastq.gz
PD0171-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	22.0	5.0	2011	PD0171-C		ERR111713	89.49872027453793	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260877	ERS27228712	ERR15860883	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860883/PD0171-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/083/ERR15860883/ERR15860883_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/083/ERR15860883/ERR15860883_2.fastq.gz
PD0172-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	25.0	5.0	2011	PD0172-C		ERR111719	88.88971647694181	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260875	ERS27228710	ERR15860881	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860881/PD0172-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/081/ERR15860881/ERR15860881_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/081/ERR15860881/ERR15860881_2.fastq.gz
PD0173-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	1.0	6.0	2011	PD0173-C		ERR111720	91.2682217585663	gDNA	False	True	Mixed_species	False	Mixed_species	False	PRJEB102781	ERX15260861	ERS27228696	ERR15860867	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860867/PD0173-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/067/ERR15860867/ERR15860867_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/067/ERR15860867/ERR15860867_2.fastq.gz
PD0174-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	6.0	6.0	2011	PD0174-C		ERR111709	91.13683498120348	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260845	ERS27228680	ERR15860851	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860851/PD0174-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/051/ERR15860851/ERR15860851_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/051/ERR15860851/ERR15860851_2.fastq.gz
PD0175-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	6.0	6.0	2011	PD0175-C		ERR111714	87.86425223534002	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260883	ERS27228718	ERR15860889	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860889/PD0175-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/089/ERR15860889/ERR15860889_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/089/ERR15860889/ERR15860889_2.fastq.gz
PD0176-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	10.0	6.0	2011	PD0176-C		ERR111716	90.89587600476622	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260826	ERS27228661	ERR15860832	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860832/PD0176-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/032/ERR15860832/ERR15860832_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/032/ERR15860832/ERR15860832_2.fastq.gz
PD0177-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	11.0	6.0	2011	PD0177-C		ERR111725	87.58909585132864	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260829	ERS27228664	ERR15860835	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860835/PD0177-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/035/ERR15860835/ERR15860835_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/035/ERR15860835/ERR15860835_2.fastq.gz
PD0178-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	27.0	6.0	2011	PD0178-C		ERR111718	88.92812872963431	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260886	ERS27228721	ERR15860892	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860892/PD0178-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/092/ERR15860892/ERR15860892_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/092/ERR15860892/ERR15860892_2.fastq.gz
PD0179-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	29.0	6.0	2011	PD0179-C		ERR111715	89.65316817751992	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260912	ERS27228747	ERR15860918	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860918/PD0179-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/018/ERR15860918/ERR15860918_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/018/ERR15860918/ERR15860918_2.fastq.gz
PD0180-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	29.0	6.0	2011	PD0180-C		ERR111723	88.32219653485323	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260810	ERS27228645	ERR15860816	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860816/PD0180-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/016/ERR15860816/ERR15860816_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/016/ERR15860816/ERR15860816_2.fastq.gz
PD0181-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	3.0	7.0	2011	PD0181-C		ERR111722	88.36234775550716	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260823	ERS27228658	ERR15860829	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860829/PD0181-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/029/ERR15860829/ERR15860829_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/029/ERR15860829/ERR15860829_2.fastq.gz
PD0182-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	6.0	7.0	2011	PD0182-C		ERR111712	88.86081173027209	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260879	ERS27228714	ERR15860885	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860885/PD0182-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/085/ERR15860885/ERR15860885_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/085/ERR15860885/ERR15860885_2.fastq.gz
PD0183-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	20.0	4.0	2011	PD0183-C		ERR111726	91.5996518345096	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260896	ERS27228731	ERR15860902	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860902/PD0183-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR15860902/ERR15860902_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR15860902/ERR15860902_2.fastq.gz
PD0184-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	1.0	9.0	2011	PD0184-C		ERR111711	90.39386178055926	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260901	ERS27228736	ERR15860907	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860907/PD0184-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR15860907/ERR15860907_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR15860907/ERR15860907_2.fastq.gz
PD0593-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	1.0	1.0	2011	PD0593-C		ERR337595	90.7650160830432	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260854	ERS27228689	ERR15860860	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860860/PD0593-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/060/ERR15860860/ERR15860860_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/060/ERR15860860/ERR15860860_2.fastq.gz
PD0594-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	24.0	1.0	2009	PD0594-C		ERR337599	89.21048547405627	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260944	ERS27228779	ERR15860950	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860950/PD0594-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/050/ERR15860950/ERR15860950_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/050/ERR15860950/ERR15860950_2.fastq.gz
PD0595-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	8.0	2.0	2010	PD0595-C		ERR337602	91.47273816483371	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260999	ERS27228834	ERR15861005	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861005/PD0595-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR15861005/ERR15861005_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR15861005/ERR15861005_2.fastq.gz
PD0596-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	21.0	10.0	2011	PD0596-C		ERR337605	92.5084950306666	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260922	ERS27228757	ERR15860928	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860928/PD0596-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/028/ERR15860928/ERR15860928_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/028/ERR15860928/ERR15860928_2.fastq.gz
PD0597-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	2.0	6.0	2009	PD0597-C		ERR337608	89.52448110487344	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260914	ERS27228749	ERR15860920	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860920/PD0597-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/020/ERR15860920/ERR15860920_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/020/ERR15860920/ERR15860920_2.fastq.gz
PD0598-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	17.0	8.0	2009	PD0598-C		ERR337610	89.38323558439465	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260902	ERS27228737	ERR15860908	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860908/PD0598-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR15860908/ERR15860908_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR15860908/ERR15860908_2.fastq.gz
PD0599-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	27.0	1.0	2012	PD0599-C		ERR337613	90.1116531066766	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260909	ERS27228744	ERR15860915	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860915/PD0599-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/015/ERR15860915/ERR15860915_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/015/ERR15860915/ERR15860915_2.fastq.gz
PD0600-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	8.0	5.0	2009	PD0600-C		ERR337616	88.91196837984626	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260918	ERS27228753	ERR15860924	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860924/PD0600-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/024/ERR15860924/ERR15860924_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/024/ERR15860924/ERR15860924_2.fastq.gz
PD0601-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	5.0	7.0	2012	PD0601-C		ERR337619	88.9837102778826	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260894	ERS27228729	ERR15860900	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860900/PD0601-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR15860900/ERR15860900_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR15860900/ERR15860900_2.fastq.gz
PD0602-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	15.0	3.0	2010	PD0602-C		ERR337622	88.58532821367392	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260891	ERS27228726	ERR15860897	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860897/PD0602-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/097/ERR15860897/ERR15860897_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/097/ERR15860897/ERR15860897_2.fastq.gz
PD0603-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	4.0	2.0	2010	PD0603-C		ERR337625	89.01938150384778	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260847	ERS27228682	ERR15860853	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860853/PD0603-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/053/ERR15860853/ERR15860853_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/053/ERR15860853/ERR15860853_2.fastq.gz
PD0604-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	3.0	3.0	2010	PD0604-C		ERR337628	88.08743241655975	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260907	ERS27228742	ERR15860913	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860913/PD0604-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/013/ERR15860913/ERR15860913_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/013/ERR15860913/ERR15860913_2.fastq.gz
PD0605-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	29.0	1.0	2011	PD0605-C		ERR337596	88.44334234049867	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260805	ERS27228640	ERR15860811	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860811/PD0605-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/011/ERR15860811/ERR15860811_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/011/ERR15860811/ERR15860811_2.fastq.gz
PD0606-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	3.0	2.0	2010	PD0606-C		ERR337600	88.93029469170905	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260900	ERS27228735	ERR15860906	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860906/PD0606-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR15860906/ERR15860906_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR15860906/ERR15860906_2.fastq.gz
PD0607-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	28.0	12.0	2001	PD0607-C,PD0623-C	D00H00	ERR337603	89.92899260070854	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260940	ERS27228775	ERR15860946	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860946/PD0607-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/046/ERR15860946/ERR15860946_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/046/ERR15860946/ERR15860946_2.fastq.gz
PD0608-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	24.0	8.0	2012	PD0608-C		ERR337606	89.18836098068564	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260932	ERS27228767	ERR15860938	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860938/PD0608-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/038/ERR15860938/ERR15860938_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/038/ERR15860938/ERR15860938_2.fastq.gz
PD0609-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	8.0	6.0	2012	PD0609-C		ERR337609	91.09727948620764	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261095	ERS27228930	ERR15861101	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861101/PD0609-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR15861101/ERR15861101_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR15861101/ERR15861101_2.fastq.gz
PD0610-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	20.0	10.0	2010	PD0610-C		ERR337611	89.27732038329059	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260846	ERS27228681	ERR15860852	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860852/PD0610-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/052/ERR15860852/ERR15860852_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/052/ERR15860852/ERR15860852_2.fastq.gz
